question_id,length,text
200162,2175,"היי, אני עכשיו בכיתה יב עוד מעט בן18 אני מתחיל לקבל זימונים ומיונים הבעיה שיש לי פרופיל נמוך (64) אז קרבי אני לא יהיה  אז אני נשאר בתקווה שהצבא יציע לי משהו טוב ובנתיים קיבלתי רק לייעודי לקצונה ואני שוקל לפסול, הבנתי שזה לא שווה כלום.  
חשבתי גם להמשיך בלימודים שלי עכשיו שאני לומד תעשייה וניהול ולעשות יג יד ואז צבא ואחכ לסיים את התואר אבל האופציה הזאת ירדה, הבנתי שזה לא כדאי והמסלול יותרמתאים לאנשים שבלי מסלול מסודר לא בטוח יצליחו להוציא תואר בחיים ואני חושב שיש לי הרבה יותר פונטציאל כי אני גם רואה את החומר שאני לומד עכשיו ומתייחס אליו די בזלזול החומר פשוט מאוד ואני מוציא מאיות בלי ללמוד. 
יש לי גם נתנונים טובים: קבא 56 ודפר 80 אז אני מחכה שהצעות טובות מהצבא אבל גם במנילה לא קיבלתי משהו מעניין חוץ מתוכניתן שהבנתי שזה מסלול שווה אבל אני לא מתעניין במחשבים. 
קיבלתי השבוע שאלון ובלי קשר אני כבר הרבה זמן חושב על עתודה אקדמית, לעשות תואר לפני הצבא שזה יקח 3-4 שנים וצבא 6 סהכ (3סדיר 3קבע). בעתודה אקדמית אני רואה שיש יתרונות כמו ניסיון שזה בעצם היתרון הכי גדול כי תואר בגיל 28 (28-29 שחרור מהצבא במסלול הזה) אפשר להוציא גם במסלול הרגיל (של צבא טיול תואר כמו כולם) ואפילו לפני. בעיה היא שעוד לא עשיתי פסיכומטרי אז אני לא יודע בכלל מה הסיכויי שאוכל ללמוד תואר נחשב ולא רק להתקבל לעתודה אם בכלל. בעיה עוד יותר גדולה לדעתי היא שאני בכלל לא יודע מה אני רוצה ללמוד אני כן יודע בוודאות שמתישהו כן אצטרך לעשות תואר השאלה במה. אני לא מתעניין המחשבים(אני חושב שלא ליתר דיוק אף פעם לא יצא לי ללמוד את המקצוע ואני לא באמת יודע מה עושים),חשמל ופיזיקה וכל מה שקשור אני פחות מתחבר מה שכן אני כן מתחבר זה יותר כלכלה (שוב אני לא בטוח אם בגיל כזה אני יכול לדעת מה אני באמת רוצה), אני לא מתחבר למקצועות יותר תיאורתיים של נטו שינון יותר מעניין אותי חשיבה. 
חשבתי גם קצת לכוון של פסיכולוגיה (ארגונית) הבעיה ששוב הלימודים זה לדעתי נטו שינון חומר ואני לא יודע אם זה סתם מעניין אותי כשאני רואה סרטונים של טד על התנהלות בין אישית שפת גוף וכל מה שקשור ואם זה באמת יעניין אותי. 
 
יש לי כמה שאלות 
1.אם יש פה מישהו שעשה/עושה עתודה אקדמית אשמח אם אוכל להתייעץ איתו ולשמוע מה הוא חושב? 
2.מה דעתכם על עתודה אקדמית 
3.באמת מקבלים תפקיד שקשור ללמה שלמדתי או שיכולים להביא לי תפקיד שבקושי עוסק במקצוע ואז אני לא רוכש ניסיון 
4.מה לדעתכם הייתם עושים 
5.אשמח לקבל הסבר והצעות לתארים או לימודים מעניינים"
200165,1697,"התגרשנו לפני שנתיים. בגלל שלא הסתדרנו  
הייתה התאמצות גדולה מצידו לתקן את זה, ומצידי פחות (הרגשתי שהגיעו מים עד נפש בקשר שלנו מההתחלה עד הסוף וזה פשוט נפרץ אצלי למצב שלא רציתי יותר לתקן כלום) היו ריבים ויכוחים קולניים וברוגז שנמשכו הרבה זמן משחקי אגו חוסר הסכמה על הרבה נושאים, אבל מצד שני כשהיה טוב זה היה מושלם. כשהיה רע היה רע מאוד אבל כשהיה טוב זה היה קשר מדהים 
כבר בשבוע הראשון הרגשתי שעשיתי טעות הייתי על הפנים התגעגעתי אליו ורציתי אותו חשבתי שזה ההרגל ושצריך לתת לזה זמן המשכתי בחיים, נכנסתי לקשרים רציניים יותר ורציניים פחות וכלא הזמן עמוק בתוך הלב התגעגעתי אליו מאוד 
החלטתי לשלוח לו הודעה שמתארת כל מה שאני מרגישה והוא אמר שהוא עד עכשיו פגוע ממני כי הוא באמת ניסה להילחם ולתקן עד הסוף ולא רצה להתגרש ואני זאת שהרמתי ידיים ובחרתי לוותר ועד היום זה מקשה עליו מלהכנס לקשרים כי הוא מפחד והקשר היחיד שהוא יכול להכנס אליו זה סטוץ כי לא שווה לפתוח את הלב לאף אחת 
באיזשהו מקום ממש שמחתי וצהלתי על העניין שהוא לא מסוגל לפתוח את הלב לאף אחת. 
אבל הרבה מהקשר שלנו הוא הרס והרגשתי שהוא מאשים רק אותי שלא נשארתי לתקן אחרי שהוא האשם המרכזי לזה שזה לא הצליח כי הרבה מזה באמת הוא הרס 
ביקשתי ממנו לבוא לדבר ופשוט חיבקתי אותו במשך מלא זמן וזה הציף אצלי את כל מה שאני מרגישה מחדש:(  
לא רציתי להתקרב אליו יותר מזה כי חיכיתי שזה יבוא ממנו וראיתי שהוא קצת מבולבל ומרוחק אבל בסוף ראיתי שגם הוא כבר נשבר והוא נישק אותי ועכשיו שנינו מבולבלים ולא יודעים מה לעשות  
שלחתי לו בהודעה שאולי אני עדיין אוהבת אותו והא כתב לי גם לי לא עבר ממך  
מה אנחנו צריכים לעשות כרגע????המצב הזה נורא מבלבל  
לחזור ¤ לא להכנס לזה בכלל?  הגירושים עברו בצורה דיי מכוערת והמשפחות שלנו דיי לא מחבבות אחת את השנייה, לא אגיד שונאות מאוד אבל בטוח לא מחבבות ולא חוסכות במילים על הצד השני 
 
נ.ב לא יודעת אם זה רלוונטי אבל יש לנו ילד יחד"
200167,1113,"אנשים במשך השנה האחרונה פגעו בי מאוד זה בא מצד המשפחה שלי שכרגע אני לא מדברת איתם וגם האקס שנפרדנו לפני ארבעה חוד׳ בערך 
הוא עשה את זה בדרך שגרמה לי לטראומה נפשית מאוד קשה, אין יום שאני לא בוכה בצורה היסטרית 
אני מנסה לא לחשוב על זה ולהתקדם אבל זה לא ניתן 
הכאב הזה תמיד שם, הלב שלי תמיד בדופק מואץ בגלל כל מה שעברתי הגוף שלי בלחץ תמידי 
קשה לי להבין איך בן אדם פוגע כך באישה שאהב לא משנה מה קרה או שנגמרה האהבה מצידו  
ניסיתי לפנות אליו שלפחות נדבר נסגור מעגל הוא מצידו צעק עליי שלא לפנות אליו ועוד זרק לי בפרצוף שהוא בזוגיות ושלא אצור איתו קשר 
אני סובלת אני מרגישה בודדה לא מסוגלת להתקדם הלאה רע לי בכל מקום שאני נמצאת מרגישה סגורה נמאס לי להיות חזקה אני רוצה לסיים את החיים האלה 
אני לא רוצה להמשיך לחיות עם זיכרונות והתחושות של מה שעשו לי כי זה תמיד ישאר ויכאב לי כל החיים 
אני לא מבינה למה יש רוע כזה בעולם ולמה כלפיי 
אני לא יודעת מה לעשות, אני לא יכולה עוד לשאת את הכאב הזה 
ומה שהכי כואב שפשוט לא אכפת לו 
הוא הרס אותי וזה לא מזיז לו מבחינתו הוא מתנהג כאילו לא הייתי קיימת מעולם 
אני יודעת שזה לא בדיוק שאלה אבל אני פשוט לא יודעת למי לפנות אף אחד לא מבין את גודל הכאב שלי ושבאמת אני לא מסוגלת להמשיך בחיי"
200168,1488,"היי, בחרתי במדור הזה כי אני מרגישה שאני רוצה גם חוות דעת של הורים שיש כאן באתר. 
נתחיל מזה שאין פתיחות ביני לבין אמא שלי, אני מתביישת לספר לה על דייטים שאני יוצאת אליהם( מתרצת את זה כפגישה עם חברה), מתביישת לדבר איתה על בנים, ובמיוחד במיוחד על מין וכל מה שקשור לזה. אני מתביישת אפילו להסתכל לידה סרט שיש בו זוג שמתנשק. כתוצאה מכך לא שיתפתי אותה ואת אבא שלי בבני הזוג שהיו לי( לא משהו רציני מדי), לא הבאתי אותם אף פעם הביתה. עכשיו זה נושא שמאוד מציק לי ואני לא יודעת מה לעשות כדי לשנות את זה. אני מרגישה שההורים שלי רואים בי כילדה קטנה, שעד עכשיו כשיש סצנת סקס בטלוויזיה הם מחליפים ערוץ. אני מרגישה שזה נושא שלא צריך לדבר עליו, נושא שיש מסביבו הרבה מבוכה בלי מוסברת שאין לה שום בסיס ( אנחנו משפחה חילונית ואחותי יצאה עם בנים מגיל מאוד צעיר ואמא שלי ואחותי היו מאוד פתוחות אחת לשנייה ). אני מרגישה שההורים שלי פשוט מרגישים שאני ילדה קטנה ואת האמת זה דיי מוצדק, אני באמת ילדותית ביחס לגילי, מאוד תלותית, פשוט 180 מעלות ביחס לאחותי הגדולה. הם אף פעם לא דיברו איתי על סקס, אמא שלי פעם שאלה אותי אם התנשקתי ואמרתי שכן, והיא פשוט צחקה באופן שהביך אותי. אני חושבת שהיחס הזה גם משפיע על זה שאני טיפה נרתעת להכנס למערכת יחסים רצינית כי אני מפחדת לספר להורים שלי, או יותר נכון מובכת לספר להם, או להביא אותו הביתה. זה מאוד מציק לי כל הנושא והייתי מאוד רוצה להיות פתוחה עם אמא שלי בעיקר, לספר לה על בנים, על דייטים, לבקש עצות, כמו שכל החברות שלי עושות.. וכל זאת מבלי להרגיש נשפטת או מובכת. מאוד אשמח לחוות דעת מהורה של מתבגר, לשמוע אולי למה זה קורה כל המצב הזה ואיך אני משפרת את זה.. תודה מראש לעונים."
200171,1890,"היי  
מעניין אותי לעשות סוג של סקר מתי ילדתן את הילד הראשון כמה זמן לקח מאז שהתחלתם לנסות 
ומה ההפרש מהילדים האחרים וכמה זמן לקח כולל ניסיונות בין ילד לילד 
וכמה זמן הייתן בזוגיות, ומה היה המצב בחיים סביב הלידות 
 
אני שואלת כי אני בסוג של דילמה ופחדים 
אני עם בן הזוג כמעט 5 שנים, בעניין הזה מוכנים 
מבחינת החיים הזוגיות שלנו סכה טובה, יש לפעמים מחשבות שלי שיש מקום לשיפור, אבל אולי זו אני 
אני בת 28.10 והוא 31.10  
שנינו עם תארים ראשונים, מבחינה כלכלית מצב טוב 
חווינו ועשינו דברים מהנים ביחד ולחוד בשנים האחרונות, הפן הזה מרגישים מוכנים 
אנחנו בגדול יותר רגועים עכשיו, לא אכפת לנו להישאר בבית ולעשות פחות דברים, וחושבים שנהנה מחוויות עם ילדים. 
 
מבחינה מקצועית, בן הזוג מנסה משהו חדש כמה חודשים, אם לא יצליח ילך לעבודה רגילה, ירוויח יפה, אבל לא ברור איך יראה היום יום שלו 
אני בגלל המחשבה על ילד בתקופה הקרובה, נשארתי במקום עבודה שלמרות הטוב שלו היה יותר רע, והתפטרתי כי הבנתי שלא אוכל לעבוד שם בהריון ואהיה במצב יותר רע, לא יכולתי לחשוב על עוד 9 חודשים או יותר 
אין ממש בעיה של עבודה בתחום שלי, ומרוויחה סבבה, רק עזבתי ואני מניחה שתוך גג חודש אמצא עבודה חדשה.  
המחשבה היא עם כל השינויים האלה מתי מתחילים לנסות.... 
אני כבר לא ממש חושבת על כמה זמן אחזיק במקום עבודה החדש כי עובדה חשבתי ככה ויצא אחרת לגבי המקום הראשון.... 
חשוב לי לעבוד בזמן ההריון, ולא יכולים לפטר אותי בגלל זה, וחשוב לי מאוד להיות אמא, אני לוקחת בחשבון שיכול לקחת זמן עד שמצליחים... 
כמה זמן לעבוד לפני שמתחילים? 
במקום הקודם חשבתי חצי שנה, בזה חושבת לפני..אבל כמה?  
 
אנחנו רוצים 3 ילדים 
 
מכירה נשים שהתחילו בגיל 28 ותוך 5 שנים הביאו 3 
מישהי שבגיל 30+ ילד ראשון ובגיל 33+ שני 
מישהי שהתחילה מהריון לא מתוכנן בגיל 28 אבל לקח להם 5 שנים לילד אחרי 
לכולן יש מקצועות וגם אם ההריון גרם להן להפסקה בעבודה או שהחליפו עבודה, הן היום עם 2-3 ילדים וגם עובדות וטוב להן 
בניגוד מישהי בת 40 שילדה בגיל 26 ותוך 6 שנים הביאה 3 והם יהיו גדולים כשתהייה בת 50, אבל מבחינה מקצועית היא תקועה.... 
 
כתבתי הרבה...אשמח לתגובות 
תודה"
200173,1846,"ראו כותרת 
 
אמרתי לה שאחשוב על זה, אני רוצה ממש להיפגש איתה גם פשוט איך אני יכול לאמת שהיא לא פדופיל? 
 
הסיפור הוא ככה: התחלתי עם מישהי באינטרנט ואז היא בסוף נתנה לי מעצמה את חשבון הליין שלה שזה חשבון בטוח שלא מראה את מספר הטלפון ודבריים אישים בחשבון היא שמה תמונת פרופיל מצויירת. 
דיברנו במשך שבוע ואפשר להגיד שהתאהבנו שנינו אבל אני עדיין לא בונה ציפיות!! 
 
אתמול בערב היא התקשרה מרצונה, דיברנו בכיף והיא צחקה דיי הרבה ההשערה שלי שזה מביישנות (או כדי שלא אחשוד שהיא פדופיל...) והיא הציעה להיפגש בגן חיות. שניפגש בתחנת רכבת (מקום ציבורי) ניסע באוטובוס ציבורי לגן חיות מקום ציבורי. שזה נשמע בטוח וציבורי. 
על מנת לנקוט אמצעי זהירות אני אבקש שנדבר בשיחת וידאו ושתיתן לי פייסבוק אם יש לה 
 
מה אני יודע עליה? 
 
דברנו הרבה באינטרנט במשך שבוע ידוע לי כן כמה דברים בסיסיים כמו מאיזו עיר היא, איזו עדה היא? (לדוגמה מזרחי עירקי אשכנזי וכו') לא אגיד את העדה שלא יהיו תשובות גזעניות אלא רציניות, אני יודע איך נשמע הקול הזה וזה קול של מישהי בת גילי ואם אני לא טועה היא בת 16 ככה היה כתוב. 
 
 
למה נראת חשודה? 
 
-לא ראיתי מעולם תמונה שלה (לטענתה היא מתביישת שאיך שהיא נראת והיא לא נוהגת לצלם את עצמה) 
-היא לא נתנה לי את החשבון פייסבוק, או סנפצאט או אינסטגרם שלה או חשבון בו אפשר לראות פרטים בסיסים ולא אישיים מידי על הבן אדם (אלא אם כן זה בכוונה כי לא תכננו תחילה להיפגש והחלטנו זאת אחרי שבוע, נתון לוויכוח) הערה: כפתרון אני מתכוון לבקש ממנה חשבון פייסבוק או משהו. 
 
למה לא נראת חשודה: 
-אני התחלתי איתה ופניתי אליה מאיך התחילה 
-דיברנו בטלפון ואפשר היה לשמוע שיש לה קול של נערה בת גילי 
-היא שלחה לי תמונות של ציורים שהיא ציירה (נתון לוויכוח) 
-מעולם היא לא אמרה לי שמה ואני דיי בטוח שפדופיל היה אומר ישר איזה שם כדי שיותר אתקרב וכדי שלא אחשוד (אלא אם כן זה פדופיל חכם מאוד! נתון לוויכוח) 
-עשינו שיחות נפש ולא נראה לי שלפדופיל היה כוח לעשות שיחות כאלה ולהמציא סיפורים (מן הסתם גם נתון לוויכוח) 
 
חברה השקעתי מלא בזה מלא מלא תזרימו תשובות אני צריךך"
200179,1983,"היי,  
הייתה לי חברה במשך כחודש. היא מצאה חן בעיניי וממש רציתי שהקשר הזה יתפתח וימשיך הרבה זמן והיו לי המון ציפיות ממנו.  
הייתי משקיע בקשר תמיד שולח לה הודעות שואל לשלומה כותב לה בוקר טוב לילה טוב דואג לה מחפש להפגש בסופי שבוע (זה הזמן היחיד בו שנינו בבית) ובאופן כללי לוקח מאד ברצינות את הקשר.  
לצערי היא פחות השקיעה, היא כן דיברה איתי והייתה שולחת הודעות אבל היו ימים בהם היא פשוט התהפכה 180 מעלות והתחילה לדבר יבש ולא לשאול לשלומי ואם לא הייתי שולח לה כלום היא לא הייתה שולחת לי כלום.  
זה קרה פעמיים, בפעם הראשונה דיברתי איתה על זה היא טענה שאין לה זמן ואמרתי לה שתמיד אפשר למצוא ולא ביקשתי הרבה רק הודעה להראות אכפתיות ויחס, היא אמרה שהיא תשתדל ואכן השתדלה.  
אחר כך שוב, הייתה מדברת דואגת כמו שצריך ואז שוב מהתהפכת, ניסיתי להתעלם להבין שאין לה זמן ואז היא חזרה לעצמה ואז שוב הגיע מצב בו משום מקום, אחרי שדיברה איתי הכי יפה שיש התהפכה והתחילה להעלם.  
שוב לא שלחה לי הודעה במשך כל היום. שוב אמרתי לה על זה שחברה שלי צריכה לדבר איתי ושוב היא אמרה שאין לה זמן ואני טענתי את אותו דבר שהיא יכולה למצוא זמן - ואכן להיות באינסטגרם ולהעלות תמונות היא עשתה אבל לדבר איתי לא. לבסוף קבענו שניפגש ונדבר על זה ביום למחרת פנים מול פנים ולא בהודעות.  
ביום למחרת היא שלחה לי הודעה שהיא חשבה על זה בימים האחרונים ושאין לה זמן לקשר רציני ושמגיע לי יותר טוב ושקשה לה עכשיו להיות בקשר.  
עניתי לה שרציתי שנפתור את זה לא בהודעות אבל אם זה מה שהיא החליטה אין לי עוד מה לומר לה.  
פגע בי מאד שזה קרה בהודעה ושלמרות כל ההשקעה שלי והיחס שנתתי לי לא היה לה מספיק חשוב לפחות לבוא ולדבר איתי פנים מול פנים ולא לשלוח לי הודעה מסכנה.  
אני מרגיש פספוס עליה כי היא כן מצאה חן בעיניי וכן רציתי שהקשר יתפתח וימשיך ויחד עם זאת אני מרגיש שהיא פשוט בזבזה לי את הזמן ושהיא לא הייתה סגורה על עצמה וסתם נכנסה לקשר הזה כי היה לה נוח ורק אני נפגע מזה בסוף.  
אני גם בן אדם שנקשר מהר לאנשים, אני לא אומר שאני אוהב אותה אבל היא כן הייתה בעלת משמעות בשבילי ועכשיו אני מבואס ומתעסק בזה המון.  
לפעמים אני מרגיש שאני אשם שאולי לא הייתי צריך להגיד לה על זה שהיא לא מדברת איתי או לפעול אחרת.  
אשמח לחוות דעת עצות ותגובות."
200192,817,"שלום לכולם אני ממש צריך את עזרתכם ויש לי כמה שלות לגבי לימודים אז אני בן 27 אוטוטו ולפני כמה חודשים נרשמתי להנדסאים במכללה בנתניה לא יכולתי להתחיל את השנה בסמסטר א אז בעיקרון אני אמור להתחיל בסמסטר ב' שזה עוד חודש וכבר שילמתי הכל מראש עדיין לא נכנסתי ללימודים בזמן הזה שאני בבית עלתה בי המוטיבציה ועכשיו אני רוצה לעשות תואאר ראשון ולא הנדסאי כמה שאלות בבקשה 
1.אני יכול לבטל את הלימודים במכללה של ההנדסאים למה שרציתי ללמוד?יחזירו לי את הכסף נכון?שילמתי מהפיקדון הצבאי אבל עוד לא למדתי שם אז מחויבים להחזיר לי את הכסף?אני פשוט לא רוצה ללמוד שם  ורוצה לעשות תואר  
 
2.אני רוצה ללמוד באוניברסיטת אריאל אני חושב שאני מאד מתאים לשם סך הכל יש לי תעודת בגרות מלאה השאלה היחידה מישהוא יודע כמה זמן זה נסיעה מנתניה בתחבורה ציבורית ואם יש כאלו שלמדו שם אשמח לחוות דעת  
 
תודה לכולם ושתהיה לכם שנה טובה עם התחלות חדשות ותצליחו"
200199,1758,"אני משוחררת כבר בסביבות חודש וכרגע יחסית הרבה זמן בבית. 
יש לי בעיה ממש רצינית עם המשפחה. שני ההורים שלי מאוד קשים איתי, מותחים ביקורת בלי סוף, עושים לי רגשי על כל דבר קטן כמו ילדים. אם אני מנסה לדבר איתם שקשה לי לחיות איתם ככה הם פשוט עושים לי עוד רגשי ומאשימים אותי שהם מתנהגים ככה בגלל איך שאני מתנהגת אליהם (אני באמת לא מתנהגת כזה רע, הם פשוט רוצים שאני אנקה, אבשל ואדאג לבית כל שנייה פנויה שלי או שאני בת רעה מבחינתם). גם אחותי ממש מזלזלת בי ומתנהגת בחוסר כבוד, לוקחת לי דברים בלי רשות, רואה שאני שוטפת רצפה ועוברת למרות שאני מבקשת ממנה לא... גם בקשר לזה אין מענה מההורים ""אתן ילדות גדולות תלמדו להסתדר"". אני זאת שצריכה ללמד את הבת שלהם כבוד למשפחה? ההורים לא אמורים לחנך את הילדים שלהם?... 
מעבר להכל אין בכלל תמיכה בשום דבר שאני עושה. גם אם אני עושה משהו מבחינתם זה לא טוב, ואם אני לא עומדת באידיאלים הבלתי אפשריים שלהם מבחינתם אני אכזבה, והם ממש גורמים לי להרגיש את זה... 
בתיכון הם הורידו אותי לרמה כזאת שנכנסתי לדיכאון. הייתי בטוחה שאני לא הולכת לסיים תיכון כי פשוט רציתי לקפוץ מאיזה בניין גבוה... 
מצאתי את הכוחות בי והתגברתי על זה, בצבא אפילו קיבלתי עזרה מקבן ופסיכיאטר ואחרי בערך 3 שנים של דיכאון הצלחתי באמת לצאת מזה והכל היה בסדר. 
עכשיו אחרי בקושי חודש אני כבר מתחילה להרגיש מצוקה שוב. 
אם אני אצטרך להמשיך לחיות כאן במצב הזה אין לי ספק שהמצב יחזור לרגעים הכי קיצוניים שלי... אני באמת לא יכולה להישאר כאן 
מצד שני הרגע השתחררתי ואין לי כסף, משום מה מענק שחרור לא נכנס ואמרו לי שייכנס רק בחודש הבא (זה סביר לתת הכל במכה אחרי 57 יום?) ואני לא מצליחה למצוא עבודה. לא מרגישה בנוח להתנחל אצל החבר בינתיים והוא גם גר במקום שאין תעסוקה לאנשים צעירים וחשב לעבור משם בעצמו בחודשים הקרובים. חברים כאן באיזור אין לי, בגלל הדיכאון בתיכון ניתקתי קשר עם כולם. אצל משפחה אני לא רוצה להיות  
אין לי לאן ללכת 
אני אבודה לגמרי לא יודעת מה לעשות 
בבקשה תעזרו לי"
200200,1906,"שלום לכולם.. 
אני במערכת יחסים אוהבת וחזקה כבר שנתיים וחצי עם בן זוגי (בן 26) וגרים ביחד כבר כמה חודשים. 
 
ניחנתי בתכונה מגעילה ומגבילה של קנאות, אני קנאית מאוד. לפני שחלקכם יטענו כי הקנאה הינה תוצאה של בעיית חוסר ביטחון עמוקה, אני אחלוק עליכם ואומר כי אני מאמינה כי זו תכונת אופי לכשעצמה, וישנם אנשים שמקנאים יותר ופחות.  
אני מאמינה בבן הזוג שלי, סומכת עליו ועל עצמי בעיניים עצומות, אבל בכל פעם שאני רואה או אפילו מדמיינת אינטראקציה של מגע/מתח מיני שלו עם בחורה אחרת אני מאבדת את זה, זה מרתיח אותי באופן שלא ניתן לפספס. אני מודעת לחיסרון הזה שבי ואני מנסה למתן זאת כלפי חוץ, אבל לשלוט בזה פנימית ובאמת לא להתעצבן, מעולם לא צלחתי. 
 
למזלי חבר שלי קנאי לא פחות ואף יותר, יש לנו אותם ""סטנדרטים"" לגבי מה מתאים ומה לא מתאים עם המין השני, ולכן המערכת יחסים שלנו מצליחה לתפקד.  
לאחרונה אחד מחבריו הטובים התארס, והתכנון שלהם הוא לחגוג את מסיבת הרווקים בסופ""ש באמסטרדם. אני כמובן מאוד מפרגנת לחבר שלי, ומעודדת אותו לנסוע וליהנות, סומכת עליו לחלוטין ולא חוששת שיבגוד בי כלל, אך סיטואציה אחת שמאוד תפריע לי אם הוא ילך למועדון חשפנות או יזמינו חשפנית. שאלתי אותו מה הסיכוי שדבר שכזה ייקרה, והוא אמר שאינו יודע, ולא יכול להבטיח שיצליח להימנע מהסיטואציה כזו. הוצאתי ממנו רק הבטחה שלא משנה מה קורה הוא מספר לי את האמת ולא משנה מהי. 
 
מאז אותה השיחה אני אוכלת סרטים, מה יהיה? הוא רק יסתכל? הוא יישתה, ואולי יופעל עליו לחץ חברתי לזרום? הוא ייגע? הוא יתגרה? אני משתגעת!! מתעוררת באמצע הלילה ממחשבות ולא מסוגלת לישון! על כל דבר קטן שמעצבן אותי בו אני מתפרצת ומתחילה לבכות שיהיה רק שלי ושלא יסתכל על אחרות. 
לא יודעת מה לעשות, איפה למתוח את הקו האדום שלי? איך להירגע ולהפסיק את התסריטים הרעים האלו שרצים לי בראש? אני באמת סומכת עליו, אבל עדיין לא רגועה...  
 
אני מנסה נואשות למצוא פתרון ביניים שירגיע אותי, אך לא ימנע ממנו ליהנות. חשבתי אולי על כך שאחד מחבריו נשוי, לגיטימי מצדי לבקש מבן זוגי לדבר איתו? לנסות לסכם שאם כולם הולכים למועדון חשפנות, הם ילכו לאיזה בר במקום? 
אשמח לעוד הצעות או רעיונות אם יש לכם, תודה רבה!"
200206,1391,"היי 
התחלתי החודש לעבוד כמלצר במסעדה לצורך השלמת הכנסה. חשוב לציין שיש לי עבודה מסודרת ומכובדת והמלצרות היא רק בנוסף. 
כל המלצרים צעירים ממני בגיל, כולל מנהלת הסניף והאחמשיות (שכולן בנות) ואני מרגיש סוג של עליונות כזו, כיוון שיש לי יותר ביטחון וניסיון בחיים ממה שמצפים שיהיה לעובד חדש. 
לדוגמא מנהלת הסניף לפעמים מגמגמת כשהיא מתחילה לדבר איתי. 
פגשתי בעבודה מלצרית סופר חמודה שמיד שמנו עין אחד על השני, ולא קשה לשים לב שיש בינינו מתח מיני, אם זה במבטים, בדיבור, היא מפלרטטת איתי וגם אני בהחלט נמשך אליה ולכן מחזיר לה כנל. 
העניין הוא שיש לי חברה כבר שנתיים ואני אוהב אותה, אך כבר אין פרפרים בבטן, כיאה לשלב הזה בקשר. המשיכה שלי לאותה מלצרית לא עוזבת אותי וזה הגיע למצב שבשתי הפעמים האחרונות שעשיתי סקס עם החברה שלי לא הגעתי לגמירה רק כי חשבתי עליה ! 
החברה שלי לא הבינה למה לא הצלחתי לגמור, בדרך כלל אין לי בעיות כאלה. 
מצד אחד אני אוהב את החברה שלי ואת החיים היציבים שלי איתה. מצד שני יש לי איזה קראש על המלצרית הזו והדיבור שיש בינינו נעים לי. אני לא חושב שלעזוב את מקום העבודה מהווה פתרון כי א' זה לא לעניין שכל פעם שמישהי תדליק אותי אני אלך ואעזוב מסגרות וב' אני אוהב לעבוד שם גם מבחינת אנשים וגם מבחינת שכר, תנאים וקרבה לבית. 
אני עוד לא יודע לאן יילך הקשר הזה עם המלצרית (שגם לה יש חבר אגב). בגידה כמובן לא באה בחשבון אבל נראה כאילו אנחנו בשלב כזה של בדיקת רגשות אחד של השני. האם קרה לכם שהייתם בזוגיות ואז קפצה עליכם משמיים הזדמנות של -אולי- להשיג משהו אפילו יותר טוב ? 
 
מה לעשות ???"
200209,1394,"אני דתיה נראת טוב מאוד הרבה מתחילים איתי ואני רגילה לדחות בנים. חיכיתי לאחד שיהיה עם אופי טוב שיהיה חכם וערכי ושירצה אותי בזכות האופי שלי..  
יש לי שכן גר פה כבר 4 שנים (כמה בניינים לידי) בערך בגילי הוא ממש דוגמן דתי כמוני גם לא היה עדיין בקשר עם בחורה.. מעולם לא דיברנו יותר משלום שלום כי אני לא מתחילה עם בנים וגם הוא רגיל רק לדחות בנות.. לפני כמה חודשים הוא כנראה התחיל לחשוב עלי הוא מאוד ערכי הוא קודם רצה לבדוק את האופי שלי. הוא התחיל לדבר איתי כמה פעמים למשך די הרבה זמן כל פעם על דברים חשובים והשקפות עולם וכו.. ואז פתאום הוא נהיה ממש מאוהב ונלהב וגם אני יתלהבתי ממנו פעם ראשונה של שנינו שמצאו חן בעיניינו לי לקח יותר זמן ממש להתחבר אליו אבל זה קרה.. דיברנו עוד כמה פעמים ממש בחיוכים ולבבות עפו שם באוויר. זה נשאר על הספסל בגינה או בשכונה לא יצאנו כי לא אני ולא הוא ממש התוודאנו שזה רציני.. בתקופה האחרונה מכל מיני סיבות לא ראיתי אותו (חוסר זמן בין היתר) ואין לי את המספר שלו.. אמרו לי שהוא ניסה לחפש אותי ולחכות לי אבל לא יצא.. יום אחד הוא אפילו בא לבית שלי לבדוק אם אני כאן והמשפחה שלי פתחה לו והוא כנראה הרגיש לא רצוי הם היו קצת בהלם.. אף פעם לא נתתי הזדמנות לבחור.. בסוף ראיתי אותו יום אחד הוא היה מבוייש וחסר ביטחון אף פעם לא ראיתי אותו ככה הוא מלא ביטחון תמיד וגם נרעה ממש טוב זה לא מתאים לו הוא כנראה חשב שזרקתי אותו.. הוא פשוט לא מבין שזה שלא יצא לא אומר שזה נגמר.. איך לגרום לו להבין שאני רוצה אותו??? ניסיתי לומר לו שלא דיברנו ל מזמן וזה אבל הוא ישר בורח ומתבייש ממני מה לעשות?"
